"REFNO","ROCKUNITNO","ROCKNAME","PLACE","CONTINENT","TERRANE","RLAT","RLONG","ROCKTYPE","STRATA","STRATAGE","LATSPREAD","LOWAGE","HIGHAGE","METHOD","ISOTOPEDATA","STRUCTURE","STATUS"
"2769","5753","Pine Point Formation","Northwest Territories, Canada","North America",,"60.7999992","-115.5","sediments, dolostones","Pine Point zinc-lead deposit, Givetian dolostones","D2",,"385","392","fossils",,,
"2770","5754","Spetch Creek Pluton","British Columbia, Canada","North America",,"50.5","-122.699997","intrusives, grnaodiorite, diorite",,"K1","15 km","101","103","U-Pb","U-Pb age 102+/-1 Ma; K-Ar ages 86.2,89.8 Ma",,
"2771","5755","Biscotasing Dykes","Ontario, Quebec, Canada","North America","Superior Province","48.0","-79.0","intrusives, quartz tholeiite",,"PP",,"2165","2168","U-Pb,40Ar/39Ar","U-Pb age 2166.7+/-1.4 Ma; 40Ar/39Ar age 2150+/-50 Ma",,
"2771","5756","Semeterre Dykes","Ontario, Canada","North America","Superior Province","48.0","-79.0","intrusives, quartz tholeiite",,"PP",,"2212","2224","U-Pb","U-Pb age 2216+8/-4 Ma",,
"2772","5757","Gila County Diabase Sills","Arizona, U.S.A.","North America","Colorado Plateau","33.5","-110.699997","intrusives, diabase",,"MP",,"1070","1110","U-Pb,Rb-Sr","U-Pb ages (6) 1069-1120 Ma; Rb-Sr (4) 1153-1090 Ma",,
"2773","5758","Abitibi Dykes","Ontario, Canada","North America","Superior Province","48.0","-81.0","intrusives, olivine diabase",,"MP",,"1137","1143","U-Pb,K-Ar","U-Pb age 1140.6+/-2 Ma; K-Ar (6) 1035-1220 Ma",,
"2774","5759","Sylvester Red Cherts","British Columbia, Canada","North America","Slide Mountain","59.0","-128.699997","sediments, red cherts","Sylvester Allochthon, mid Pennsylvanian to Early Permian age","C2-P1",,"271","307","stratigraphic",,,
"2774","5760","Sliding Mountain Red Cherts","British Columbia, Canada","North America","Slide Mountain","53.2000008","-121.5","sediments, red cherts","Mid Pennsylvanian to Early Permian","C2-P1",,"271","307","stratigraphic",,,
"2775","5761","Uairen Formation","Venezuela","South America",,"4.5999999","-61.0999985","sediments, sandstones, siltstones","Basal unit of Roraima Group","PP",,"1580","1960","Rb-Sr","Rb-Sr ages range 1540-2090; True range 1580-1960 suggested",,
"2776","5762","Lake Shore Traps","Michigan, U.S.A.","North America",,"47.5999985","-88.0999985","extrusives, basalts","Lavas within Copper Harbor Conglomerate","MP",,"1085","1089","U-Pb","U-Pb age 1087.2+/-1.6 Ma",,
"199","5763","High Ireby Formation","Wales, U.K.","Europe","East Avalon","54.7000008","-3.0999999","extrusives, andesites","Upper part of Eycott Group, Late Llanvirn age","O2",,"468","470","fossils",,"New correction made for F2 structure - see REFNO 2366",
"2777","5764","Khatyrka overlap sequence","Northeast Russia","Asia","Khatyrka","62.5","174.399994","sediments, tuff sandstones","Senonian","K2",,"65","89","fossils",,"Dips 13-60 degrees",
"2777","5765","Ryelyavaamski Structural Unit","Northeast Russia","Asia","Khatyrka","62.4000015","174.800003","sediments, tuff sandstones","Tithonian to Neocomian","J3-K1",,"130","151","fossils",,"Dips 20-92 degrees",
"2777","5766","Yagyelnyi Structural Unit","Northeast Russia","Asia","Maynitsky","63.2000008","175.300003","extrusives, basalts, intrusives, gabbros",,"J3-K1",,"100","161","stratigraphic",,"Dips 50-115 degrees",
"2777","5767","Kokuyskyi Structural Unit","Northeast Russia","Asia","Khatyrka","62.5","174.5","extrusives,basalts,sediments,sandstones",,"T3",,"200","228","fossils",,"Dips 42-80 degrees",
"2778","5768","Emeishan Basalts","Kunming, Yunnan Province, China","Asia","South China","25.0","102.699997","extrusives, basalts","Longtanian age","P3",,"251","254","stratigraphic",,,
"2779","5769","Saint-Rome Pelites","Saint Affrique Basin, France","Europe",,"42.9000015","2.79999995","sediments, pelites","Kungurian to Artinskian age","PL",,"271","284","stratigraphic",,,
"2779","5770","Dourdou Sandstones","Saint Affrique Basin, France","Europe",,"42.9000015","2.79999995","sediments, redbeds","Ufimian age","P2",,"268","271","stratigraphic",,,
"2779","5771","Saint-Pierre Pelites","Saint Affrique Basin, France","Europe",,"42.9000015","2.79999995","sediments, pelites","Late Upper Permian","P3",,"251","254","stratigraphic",,,
"2780","5772","Calabro-Pelatorian Sediments","Northern Sicily and Southern Italy","Europe",,"38.2999992","16.0","sediments, marls, clays","Includes Trubi Formation","N2-3",,"0","5","fossils",,,
"2781","5773","Bloomsburg Formation, Northeast Limb","Pennsylvania Salient, U.S.A.","North America",,"41.0","-76.5","sediments, redbeds",,"S3-4",,"416","423","fossils",,,
"2781","5774","Bloomsburg Formation, Southwest Limb","Pennsylvania Salient, U.S.A.","North America",,"40.0","-78.4000015","sediments, redbeds",,"S3-4",,"416","423","fossils",,,
"2781","5775","Andreas Redbeds, Northeast Limb","Pennsylvania Salient, U.S.A.","North America",,"40.7999992","-75.8000031","sediments, redbeds",,"S3-D1",,"398","423","stratigraphic",,,
"2781","5776","Reedsville Shale and Bellefonte Dolomite","Pennsylvania Salient, U.S.A.","North America",,"40.7999992","-77.6999969","sediments, shales, dolomites",,"O",,"444","488","stratigraphic",,,
"2782","5777","Lower Old Red Sandstone","South Wales, U.K.","Europe","East Avalon","51.9000015","-3.5","sediments, redbeds",,"D1",,"398","416","stratigraphic",,,
"2783","5778","Pohang Basin Volcanics","South Korea","Asia",,"35.9000015","129.5","extrusives, basalts, tuffs",,"N1",,"15","22","K-Ar","K-Ar ages range 15-22 Ma",,
"2784","5779","Abu Durba Sandstones","Southwest Sinai, Egypt","Africa",,"29.5","34.5","sediments, sandstones",,"CB1",,"513","542","stratigraphic",,,
"2784","5780","Abu Durba Sediments","SW Sinai, Egypt","Africa",,"29.5","34.5","sediments, sandstones",,"CB",,"488","542","stratigraphic",,,
"2784","5781","Abu Durba Sediments","SW Sinai, Egypt","Africa",,"29.5","34.5","sediments, sandstones",,"CB3-O1",,"472","501","stratigraphic",,,
"2784","5782","Abu Durba Sediments","SW Sinai, Egypt","Africa",,"29.5","34.5","sediments, sandstones, shales",,"C2",,"299","318","stratigraphic",,,
"2785","5783","Fenghuanshan Formation","Guangxi Province, China","Asia","South China","22.7999992","108.400002","sediments, sandstones","Middle Eocene age","E2",,"38","50","fossils",,,
"2785","5784","Miocene Basalts","Shandong Province, China","Asia","North China","36.2999992","118.599998","extrusives, basalts",,"N1",,"14","18","K-Ar","K-Ar ages range 14-18 Ma",,
"2785","5785","Hannuoba Basalt Formation","Inner Mongolia, China","Asia",,"41.0","116.199997","extrusives, basalts",,"E3-N1","650 km","14","26","K-Ar","K-Ar ages 14.1-25.4 Ma",,
"2786","5786","Saugus Formation","Magic Mountain, California, U.S.A.","North America",,"34.4000015","-118.599998","sediments, siltstones, mudstones",,"N3",,"0","2","magnetostratigraphy",,"Dips 20-54 NE",
"2786","5787","Saugus Formation","Santa Susana Mountains, California, U.S.A.","North America",,"34.2999992","-118.5","sediments, siltstones, mudstones",,"N3",,"0","2","magnetostratigraphy",,,
"2787","5788","Morales Formation","California Coast Ranges, U.S.A.","North America",,"35.0","-119.599998","sediments, siltstones, mudstones",,"N2-3",,"1","5","magnetostratigraphy",,,
"2788","5789","Valle Group","Cedros Island, Baja California, Mexico","North America","Vizcaino","28.2000008","-115.199997","sediments, siltstones, mudstones","Albian to Turonian age","K1-2",,"88","112","fossils",,,
"2789","5790","Werfen Formation","Southern Alps, Italy","Europe",,"46.5","11.8000002","sediments, redbeds",,"T1",,"245","251","fossils",,,
"2790","5791","Southwest Nevada Volcanic Field","SW Nevada, U.S.A.","North America",,"37.0","-116.199997","extrusives, rhyolites, trachytes, tuffs",,"N1",,"7","16","40Ar/39Ar","40Ar/39Ar ages (18) range 7.5 to 15.25 Ma",,
"2791","5792","Culpeper Basin Intrusives and Baked Sediments","Pennsylvania, U.S.A.","North America",,"39.0","-77.5","intrusives,metamorphics,baked sediments",,"T3-J1",,"194","208","40Ar/39Ar","40Ar/39Ar age 201+/-7 Ma",,
"2793","5793","Isparta Angle Sediments","SW Turkey","Middle East",,"37.0","32.0","sediments, limestones",,"O-E1",,"56","488","fossils",,,
"2794","5794","Tetagouche Group","New Brunswick, Canada","North America","Miramichi","47.0","-66.0","extrusives, pillow basalts",,"O2-3",,"457","472","U-Pb","U-Pb ages 457-472 Ma",,
"2795","5795","Ferghana Redbeds","Osh area, Ferghana Basin, Uzbekistan","Asia","Ferghana","40.4000015","73.1999969","sediments, redbeds",,"K1","150x200 sq.km.","100","146","stratigraphic",,,
"2796","5796","Apennine Belt Sediments","Matera, Southern Italy","Europe",,"40.2999992","16.2999992","sediments, marls, clays","Ages 0.70-2.02 Ma suggested","N3",,"1","2","stratigraphic",,,"Superseded study"
"2796","5797","Bradano Unit","Matera, Southern Italy","Europe",,"40.2999992","16.2999992","sediments, marls, clays","Age 0.82 to 1.05 Ma suggested","N3",,"0","1","stratigraphic",,,"Superseded study"
"2797","5798","Sediments, Ardenno-Rhenish Massif","Germany, Belgium","Europe",,"50.0","7.0","sediments, redbeds, limestones",,"D1-C1",,"318","416","fossils",,,
"2798","5799","Upper Jijicao Group","Xinjiang Province, China","Asia","Junggar","44.0","88.0999985","sediments, sandstones",,"P3",,"251","260","stratigraphic",,,
"2798","5800","Tianshan Traverse Rocks","Xinjiang Province, China","Asia","Junggar","43.0","84.0","extrusives, rhyolites, sediments",,"D3-C2",,"299","385","stratigraphic",,,
"2799","5801","Uchuimigawa Formation","South Kyushu, Japan","Asia",,"31.7000008","131.399994","sediments","Age 6 to 10.5 Ma cited","N1",,"6","11","fossils",,"Dips 20-40 E",
"2800","5802","Upper Chinle Formation","Utah, U.S.A.","North America","Colorado Plateau","39.0","-110.0","sediments","Norian age, equivalent to Church Rock Member","T3",,"204","217","stratigraphic",,,
"2801","5803","Scaglia Variegata and Cinera","Gubbio, Italy","Europe",,"43.4000015","12.6000004","sediments","Late Eocene to Oligocene","E2-3",,"32","39","magnetostratigraphy,fossils",,"Dips 23 SW",
"2802","5804","Central Mesa Basalts","California, U.S.A.","North America",,"35.0","-117.0","extrusives, basalts",,"N1",,"18","24","40Ar/39Ar","40Ar/39Ar ages 18.4+/-0.2 and 22.3+/-1.5 Ma",,
"2802","5805","Pink Canyon Volcanics and Sediments","California, U.S.A.","North America",,"35.0","-117.0","extrusives,rhyolites,basalts,sediments",,"N1",,"18","24","40Ar/39Ar","40Ar/39Ar ages 18.4+/-0.2 and 22.3+/-1.5 Ma",,
"2803","5806","Borrowdale Volcanic Group","Lake District, England, U.K.","Europe","East Avalon","54.4000015","-3.20000005","extrusives,andesites,tuffs,sediments",,"O3",,"453","461","Sm-Nd,fossils","Sm-Nd age 457+/-4 Ma",,
"2804","5807","Tehuantepec Igneous Rocks","Mexico","North America",,"16.2999992","-94.1999969","extrusives, dacites, intrusives",,"N1",,"12","13","K-Ar","K-Ar ages for granodiorite intrusions range 12.4 to 13 Ma",,
"2805","5808","Tepuel Group","Western Patagonia, Argentina","South America",,"-43.5","-70.4000015","sediments","Namurian to Westphalian age","C1",,"307","326","stratigraphic",,,
"2806","5809","Tombstone Igneous Rocks","SE Arizona, U.S.A.","North America","Colorado Plateau","32.0","-109.800003","extrusives, andesites, tuffs, intrusives",,"K2",,"67","76","K-Ar","K-Ar ages range 67-76 Ma",,
"2807","5810","Capas Rojas Limestones","Southern Spain","Europe",,"37.7999992","-1.89999998","sediments, red marly limestones","Campanian to Maastrichtian age","K2",,"65","83","fossils",,,
"2808","5811","Upper Moenkopi Formation","Arizona, U.S.A.","North America","Colorado Plateau","34.9000015","-110.699997","sediments,sandstones,siltstones,mudstone","Early Anisian age","T2",,"241","245","fossils",,,
"2809","5812","Monterey Formation","California, U.S.A.","North America",,"35.2000008","-120.800003","sediments,shales,mudstones,dolomites",,"N1",,"11","15","magnetostratigraphy",,"Dips 30-50 NNE",
"2810","5813","Pelites, loess-like rocks","N.Ferghana, Uzbekistan","Asia","Ferghana","41.0","71.4000015","sediments, pelites, loess","Upper Pliocene to Pleistocene Ispisarskaya suite","N2-3","Thickness 209 m","0","2","magnetic",,"4 sections: Gagarin, Kassan, Chotrack, Kushan",
"2811","5814","Kepeliy suite","N.Ferghana, Uzbekistan","Asia","Ferghana","41.0999985","71.4000015","sediments, pelites","Upper Pliocene","N2","Thickness 443 m","2","4","magnetic",,"3 sections: Shoran, Jida, Uygur inside Chust-Pap anticline",
"2812","5815","Domikan basalts","Western Bureinsky Volcanic Belt, Russia","Asia",,"50.0","131.0","extrusives, alkaline-basalts",,"N2-3",,"1","5","stratigraphic",,"Possible anti-clockwise rotations","Superseded study"
"2812","5816","Khingansk mafic rocks","Western Bureinsky volcanic belt, Russia","Asia",,"41.5","131.0","extrusives, alkaline- basalts",,"N2-3",,"1","5","stratigraphic",,"Possible anti-clockwise rotations","Superseded study"
"2812","5817","Tyrma mafic rocks","Western Bureinsky volcanic belt, Russia","Asia",,"51.0","132.0","extrusives, alkaline-basalts",,"N2-3",,"1","5","stratigraphic",,"Possible anti-clockwise rotations","Superseded study"
"2812","5818","Bolonsky mafites","Sikhote Alin volcanic belt, Russia","Asia",,"50.0","136.0","extrusives, alkaline-basalts",,"N2-3",,"1","5","stratigraphic",,"Possible clockwise rotations","Superseded study"
"2812","5819","Salsky mafites","Sikhote Alin volcanic belt, Russia","Asia",,"45.0","136.0","extrusives, alkaline-basalts",,"N2-3",,"1","5","stratigraphic",,"Possible clockwise rotations","Superseded study"
"2812","5820","Sviyaginsky mafites","Sikhote Alin volcanic belt, Russia","Asia",,"44.0","136.0","extrusives, alkaline-basalts",,"N2-3",,"1","5","stratigraphic",,"Possible clockwise rotations","Superseded study"
"2813","5821","Sakhalin basalts","Sakhalin, Russia","Asia",,"50.0","142.0","extrusives, basalts",,"N1-3",,"1","24","stratigraphic",,,"Superseded study"
"2813","5822","Paramushir basalts","Paramushir Island, Kuriles, Russia","Asia",,"50.5","155.5","extrusives, basalts",,"N1-3",,"1","23","stratigraphic",,,"Superseded study"
"2813","5823","Iturup basalts","Iturup Island, Kuriles, Russia","Asia",,"44.5","148.0","extrusives, basalts",,"N1-3",,"1","23","stratigraphic",,,"Superseded study"
"2813","5824","Bering andesite-basalts","Bering Island, Komandori, Russia","Pacific Ocean","Komandori","55.0","166.300003","extrusives, andesite-basalts",,"E2",,"38","45","isotopic",,,"Superseded study"
"2813","5825","Shikotan Intrusives","Shikotan Island, Kuriles, Russia","Asia",,"44.0","147.0","intrusives, gabbros","Dimitrovsky complex","K2-N2",,"56","100","stratigraphic",,,"Superseded study"
"2814","5826","Dzhety-Ogyuz formation","Karakoo, N.Tien Shan, Kyrgyzstan","Asia",,"42.2000008","76.6999969","sediments, redbeds, sandstones","Early Miocene","N1","5 km","16","23","fossils",,"4 sections","Superseded study"
"2814","5827","Dzhety-Ogyuz formation","N.Tien Shan, Kyrgyzstan","Asia",,"42.4000015","78.1999969","sediments, redbeds",,"E3","2 km, 1000 m th","23","34","fossils",,"5 sections","Superseded study"
"2814","5828","Kokturpak formation","Toru-Aygyr, N.Tien Shan, Kyrgyzstan","Asia",,"42.5999985","76.4000015","extrusives, basalts, baked seds",,"E1-2","1 km","50","60","K-Ar, fossils","K-Ar age 55 Ma","4 sections","Superseded study"
"2814","5829","Issyk-Kul Basin Sediments and Volcanics","N.Tien Shan, Kyrgyzstan","Asia",,"42.4000015","77.0999985","extrusives, basalts, sediments, redbeds","Kokturpak Formation (TE), Dzhety Formation (TO-Early TM)","E1-N1","150 km","16","60","K-Ar, fossils","K-Ar age 55 Ma for Kokturpak Formation Basalt","13 sections",
"2814","5830","Naryn redbeds","Central Tien Shan, Kyrgyzstan","Asia",,"41.2000008","74.6999969","sediments, redbeds","Kokturpak formations analog","E2","100 km","34","56","stratigraphic",,"16 sections",
"2814","5831","Massaget formation","Ferghana Basin, Uzbekistan","Asia","Ferghana","41.2999992","71.3000031","sediments, marls, sandstones, siltstones","Late Eocene to Early Miocene","E2-N1","150 km","16","38","fossils",,"9 sections",
"2815","5832","Mongolian basalts","Zavhan, Central Mongolia","Asia","Mongolia","46.5","96.5","extrusives, basalts",,"N1",,"5","23","fossils",,,
"2815","5833","Mongolian basalts","Khan-Uul, Central Mongolia","Asia","Mongolia","43.5","104.5","extrusives, basalts",,"E3",,"23","36","stratigraphic",,,
"2815","5834","Mongolian basalts","Ikh-Bogd, Central Mongolia","Asia","Mongolia","45.0","100.5","extrusives, basalts",,"K1",,"100","146","fossils",,,
"2816","5835","Talovskaya suite","Kumroch Range, Kamchatka, Russia","Asia",,"56.0","161.5","sediments, siltstones, claystones",,"E3-N1","100 m thick","16","36","fossils",,"3 sections",
